transaction_number,name,type,quantity
223,RottenFishCo,sell,5
224,BowCo,sell,8
225,BoarCo,sell,9
226,SwordCo,sell,10
227,MenhirCo,sell,3
228,MenhirCo,sell,9
229,BowCo,sell,7
230,BoarCo,sell,10
231,BoarCo,buy,8
232,RottenFishCo,buy,6
233,ArrowCo,sell,8
234,GameStart,buy,5
235,BowCo,buy,1
236,RottenFishCo,sell,4
237,ShieldCo,sell,8
238,PotionCo,sell,1
239,RottenFishCo,sell,7
240,SwordCo,sell,4
241,PotionCo,buy,1
242,BowCo,sell,8
243,ArrowCo,buy,4
244,GameStart,buy,5
245,PotionCo,sell,9
246,SwordCo,sell,6
247,MenhirCo,buy,5
248,BoarCo,buy,3
249,RottenFishCo,buy,3
250,GameStart,sell,1
252,RottenFishCo,sell,9
251,RottenFishCo,sell,4
253,PotionCo,buy,3
254,RottenFishCo,sell,10
255,SwordCo,buy,7
256,ShieldCo,sell,1
257,SwordCo,sell,8
258,HelmetCo,buy,10
259,MenhirCo,buy,1
260,GameStart,sell,6
261,GameStart,sell,7
262,ArrowCo,buy,1
263,SwordCo,buy,8
264,RottenFishCo,buy,9
265,ShieldCo,buy,8
266,RottenFishCo,sell,1
267,PotionCo,buy,4
268,ShieldCo,buy,2
269,ShieldCo,buy,2
270,MenhirCo,sell,1
271,BowCo,buy,7
272,RottenFishCo,sell,2
273,MenhirCo,buy,7
274,PotionCo,buy,6
275,GameStart,buy,1
276,PotionCo,sell,10
277,HelmetCo,sell,4
278,SwordCo,buy,1
279,ShieldCo,buy,9
280,MenhirCo,sell,5
281,PotionCo,buy,10
282,ArrowCo,buy,9
283,ArrowCo,sell,8
284,RottenFishCo,sell,4
285,MenhirCo,buy,7
286,PotionCo,sell,9
287,SwordCo,buy,4
288,GameStart,sell,10
289,ArrowCo,buy,6
290,GameStart,buy,9
291,ShieldCo,sell,9
292,HelmetCo,buy,9
293,ArrowCo,buy,4
294,GameStart,sell,4
295,BowCo,buy,9
296,ArrowCo,sell,6
297,HelmetCo,sell,1
298,ShieldCo,sell,7
299,PotionCo,sell,9
300,HelmetCo,sell,6
302,GameStart,buy,10
301,PotionCo,buy,4
303,HelmetCo,buy,4
304,BoarCo,sell,8
305,MenhirCo,buy,5
306,MenhirCo,buy,10
307,MenhirCo,buy,4
308,ShieldCo,sell,8
309,HelmetCo,sell,5
310,MenhirCo,buy,4
311,RottenFishCo,sell,2
313,MenhirCo,sell,8
312,MenhirCo,buy,5
315,RottenFishCo,sell,4
314,BowCo,sell,8
316,SwordCo,sell,8
317,BoarCo,sell,6
318,MenhirCo,buy,3
319,HelmetCo,buy,10
320,RottenFishCo,sell,3
321,ShieldCo,buy,5
322,RottenFishCo,buy,8
323,ArrowCo,buy,9
324,ShieldCo,buy,8
325,BoarCo,buy,7
326,MenhirCo,sell,1
328,BowCo,sell,8
329,SwordCo,buy,2
327,MenhirCo,sell,6
330,ArrowCo,buy,7
331,BowCo,sell,6
332,ShieldCo,buy,9
333,BowCo,sell,1
334,ArrowCo,buy,7
336,RottenFishCo,sell,7
335,ShieldCo,buy,1
337,GameStart,buy,6
339,MenhirCo,buy,4
338,RottenFishCo,sell,8
341,ShieldCo,buy,3
340,MenhirCo,sell,2
342,SwordCo,buy,2
344,PotionCo,buy,5
346,BowCo,sell,4
343,GameStart,buy,5
345,RottenFishCo,buy,4
347,ArrowCo,sell,9
348,ArrowCo,sell,1
350,PotionCo,buy,1
349,PotionCo,sell,6
351,BowCo,sell,8
352,ShieldCo,sell,9
353,ArrowCo,sell,6
354,RottenFishCo,sell,9
355,MenhirCo,buy,3
356,MenhirCo,sell,4
357,MenhirCo,buy,2
358,MenhirCo,buy,1
359,RottenFishCo,sell,10
360,RottenFishCo,sell,7
361,RottenFishCo,buy,9
362,ShieldCo,sell,6
363,BoarCo,sell,9
364,GameStart,sell,4
365,HelmetCo,buy,4
366,PotionCo,sell,7
367,HelmetCo,sell,6
368,GameStart,sell,7
369,ShieldCo,sell,4
370,SwordCo,buy,8
371,RottenFishCo,buy,8
372,ArrowCo,sell,10
373,PotionCo,sell,5
375,BowCo,buy,2
374,HelmetCo,sell,5
376,MenhirCo,buy,3
377,PotionCo,buy,7
378,SwordCo,sell,7
379,ShieldCo,sell,7
380,GameStart,sell,9
381,BowCo,buy,5
382,RottenFishCo,sell,5
383,BowCo,sell,3
384,BowCo,buy,6
387,MenhirCo,sell,8
385,ShieldCo,buy,4
386,SwordCo,sell,3
388,PotionCo,buy,6
389,ShieldCo,buy,2
390,MenhirCo,sell,1
391,GameStart,buy,4
392,PotionCo,buy,8
393,ShieldCo,sell,9
394,MenhirCo,buy,9
395,GameStart,buy,9
396,BoarCo,sell,6
397,MenhirCo,buy,6
398,ArrowCo,buy,10
399,PotionCo,sell,7
400,PotionCo,buy,6
401,SwordCo,buy,10
402,GameStart,buy,9
403,PotionCo,sell,8
404,PotionCo,sell,2
405,BowCo,sell,10
406,PotionCo,buy,10
407,HelmetCo,buy,8
408,BoarCo,sell,2
409,RottenFishCo,sell,5
410,BowCo,sell,7
411,RottenFishCo,buy,2
412,PotionCo,buy,8
413,RottenFishCo,sell,3
416,HelmetCo,buy,10
414,ArrowCo,sell,2
415,HelmetCo,sell,1
417,RottenFishCo,sell,1
418,HelmetCo,sell,8
419,BoarCo,sell,1
421,HelmetCo,sell,8
420,SwordCo,sell,3
422,RottenFishCo,buy,5
423,PotionCo,buy,9
424,ShieldCo,sell,3
425,ShieldCo,sell,1
426,ShieldCo,buy,10
427,MenhirCo,buy,2
429,MenhirCo,sell,4
428,ShieldCo,sell,2
430,GameStart,buy,8
431,RottenFishCo,buy,10
432,RottenFishCo,sell,4
433,PotionCo,sell,1
434,BowCo,sell,8
435,MenhirCo,sell,9
436,ShieldCo,buy,10
437,MenhirCo,buy,6
438,BowCo,sell,3
439,RottenFishCo,sell,2
441,RottenFishCo,buy,8
440,PotionCo,sell,5
442,ShieldCo,buy,1
443,ArrowCo,sell,1
444,SwordCo,sell,10
445,MenhirCo,buy,7
446,BowCo,buy,6
447,MenhirCo,sell,8
448,BowCo,sell,9
449,PotionCo,buy,6
450,RottenFishCo,buy,3
452,GameStart,sell,8
451,GameStart,buy,9
453,ArrowCo,sell,7
454,BoarCo,sell,8
455,ShieldCo,sell,2
456,BowCo,buy,5
457,RottenFishCo,buy,1
458,ArrowCo,sell,6
459,ArrowCo,sell,6
460,RottenFishCo,buy,10
461,MenhirCo,buy,6
462,MenhirCo,sell,1
463,RottenFishCo,sell,6
464,BoarCo,buy,8
465,ShieldCo,buy,3
466,HelmetCo,buy,10
467,HelmetCo,sell,4
468,RottenFishCo,buy,6
469,PotionCo,buy,2
470,GameStart,buy,1
471,SwordCo,buy,8
472,RottenFishCo,sell,5
473,ShieldCo,buy,5
474,ArrowCo,buy,6
475,MenhirCo,sell,3
476,BoarCo,buy,3
477,PotionCo,sell,4
478,PotionCo,sell,1
479,BoarCo,sell,5
480,ShieldCo,sell,6
481,PotionCo,sell,4
482,BowCo,buy,3
483,ArrowCo,buy,8
484,ShieldCo,sell,5
485,SwordCo,buy,2
486,BoarCo,buy,6
487,MenhirCo,sell,8
488,BoarCo,buy,7
489,SwordCo,sell,10
491,GameStart,sell,5
490,HelmetCo,sell,7
492,MenhirCo,sell,2
493,GameStart,sell,4
494,SwordCo,buy,3
495,BowCo,sell,6
496,SwordCo,buy,10
497,ArrowCo,sell,1
498,MenhirCo,buy,10
499,ArrowCo,sell,3
500,ArrowCo,buy,9
501,SwordCo,buy,10
502,MenhirCo,sell,9
503,MenhirCo,sell,5
505,PotionCo,sell,4
504,BowCo,buy,3
506,BoarCo,buy,10
507,HelmetCo,sell,5
508,ArrowCo,buy,8
509,BowCo,buy,5
510,RottenFishCo,sell,1
511,ArrowCo,sell,4
512,ShieldCo,sell,10
513,ShieldCo,sell,8
514,MenhirCo,buy,5
515,ShieldCo,sell,7
516,GameStart,sell,8
518,PotionCo,sell,2
517,MenhirCo,sell,6
519,ShieldCo,buy,3
520,ShieldCo,sell,8
521,PotionCo,buy,3
522,ShieldCo,sell,1
523,MenhirCo,sell,7
526,GameStart,sell,9
524,HelmetCo,sell,2
525,PotionCo,buy,4
527,RottenFishCo,sell,1
528,ShieldCo,buy,9
529,BowCo,buy,2
530,GameStart,buy,10
531,ArrowCo,buy,7
532,BowCo,sell,9
533,SwordCo,sell,8
534,GameStart,buy,4
535,ShieldCo,sell,1
536,MenhirCo,buy,1
537,ArrowCo,buy,5
538,PotionCo,sell,8
539,MenhirCo,sell,8
540,SwordCo,sell,9
542,GameStart,sell,3
541,MenhirCo,sell,8
543,RottenFishCo,buy,3
544,RottenFishCo,sell,9
545,SwordCo,buy,8
546,BoarCo,sell,10
547,GameStart,buy,2
548,SwordCo,sell,1
549,MenhirCo,sell,6
550,ShieldCo,buy,1
552,ArrowCo,sell,2
551,MenhirCo,sell,5
553,SwordCo,buy,8
554,ShieldCo,sell,1
555,RottenFishCo,sell,10
556,PotionCo,sell,9
557,BowCo,buy,4
558,BowCo,sell,6
559,HelmetCo,buy,5
560,MenhirCo,sell,6
561,PotionCo,buy,3
562,RottenFishCo,buy,5
563,ArrowCo,sell,7
564,HelmetCo,buy,10
566,BoarCo,sell,2
565,SwordCo,buy,5
567,HelmetCo,buy,7
568,RottenFishCo,sell,1
569,PotionCo,buy,4
570,RottenFishCo,buy,7
571,ArrowCo,sell,6
572,ArrowCo,buy,3
573,SwordCo,sell,5
574,MenhirCo,buy,7
575,BoarCo,sell,10
576,RottenFishCo,buy,3
577,SwordCo,sell,7
578,MenhirCo,buy,9
579,HelmetCo,sell,2
580,MenhirCo,sell,9
581,BoarCo,buy,8
582,BoarCo,buy,9
583,GameStart,buy,9
584,RottenFishCo,buy,9
585,BoarCo,buy,8
586,HelmetCo,sell,4
587,RottenFishCo,sell,6
588,RottenFishCo,sell,10
589,ArrowCo,sell,7
590,SwordCo,sell,7
591,BoarCo,buy,8
592,GameStart,sell,2
593,ArrowCo,sell,6
594,SwordCo,sell,6
595,MenhirCo,buy,2
598,ShieldCo,sell,5
597,BowCo,buy,3
596,ShieldCo,sell,10
599,BoarCo,sell,8
600,RottenFishCo,buy,4
601,ShieldCo,sell,2
602,BoarCo,sell,5
603,GameStart,buy,1
604,ArrowCo,buy,3
605,BowCo,sell,9
606,GameStart,buy,6
607,HelmetCo,sell,5
608,ArrowCo,sell,3
609,BoarCo,sell,8
610,SwordCo,buy,3
611,ArrowCo,buy,3
612,SwordCo,sell,10
613,PotionCo,sell,10
615,PotionCo,buy,9
614,BowCo,sell,3
616,BowCo,sell,3
617,RottenFishCo,buy,5
618,GameStart,sell,2
619,PotionCo,buy,4
622,PotionCo,sell,7
620,GameStart,buy,10
621,PotionCo,sell,6
623,ArrowCo,sell,4
624,SwordCo,sell,5
625,BoarCo,buy,2
627,ShieldCo,buy,4
626,SwordCo,buy,1
628,ArrowCo,buy,1
630,GameStart,sell,3
629,HelmetCo,buy,7
631,GameStart,sell,1
632,BowCo,sell,3
633,MenhirCo,sell,5
634,HelmetCo,buy,10
635,GameStart,buy,3
637,GameStart,buy,9
636,HelmetCo,buy,2
638,PotionCo,sell,2
639,BowCo,buy,1
640,BowCo,sell,10
641,RottenFishCo,buy,2
642,GameStart,sell,6
643,ShieldCo,sell,6
644,BoarCo,buy,1
645,BowCo,buy,4
647,ArrowCo,buy,4
648,RottenFishCo,sell,9
646,BoarCo,buy,4
649,BoarCo,sell,1
650,SwordCo,sell,8
652,BowCo,sell,2
653,ShieldCo,sell,4
651,ArrowCo,sell,6
654,MenhirCo,sell,10
655,RottenFishCo,sell,8
656,RottenFishCo,sell,1
657,HelmetCo,sell,3
658,MenhirCo,buy,1
659,BoarCo,buy,7
660,PotionCo,sell,3
661,ShieldCo,buy,5
663,BoarCo,buy,5
662,HelmetCo,buy,9
664,ShieldCo,sell,8
665,HelmetCo,buy,9
666,BowCo,sell,8
667,SwordCo,sell,2
668,MenhirCo,sell,10
669,SwordCo,buy,4
670,RottenFishCo,sell,9
671,GameStart,buy,9
672,BoarCo,sell,7
673,ArrowCo,sell,3
674,BoarCo,sell,6
675,GameStart,sell,7
676,ArrowCo,sell,1
677,PotionCo,sell,5
678,BowCo,sell,7
679,PotionCo,buy,1
680,BoarCo,sell,10
681,BowCo,buy,9
682,BoarCo,buy,3
683,SwordCo,sell,3
684,RottenFishCo,sell,1
685,BoarCo,sell,10
686,BoarCo,sell,5
687,MenhirCo,buy,1
688,ShieldCo,sell,10
689,HelmetCo,sell,8
690,GameStart,sell,5
691,BoarCo,sell,5
692,SwordCo,buy,6
693,RottenFishCo,sell,1
694,GameStart,sell,7
695,PotionCo,buy,8
696,GameStart,sell,2
697,PotionCo,buy,3
698,GameStart,buy,1
699,BoarCo,sell,9
700,RottenFishCo,buy,8
701,HelmetCo,sell,3
702,SwordCo,sell,1
703,ArrowCo,buy,8
704,HelmetCo,buy,1
705,SwordCo,buy,6
706,MenhirCo,sell,2
707,BoarCo,sell,9
708,GameStart,buy,2
709,SwordCo,sell,6
710,SwordCo,buy,1
711,PotionCo,buy,4
712,PotionCo,sell,4
713,ArrowCo,buy,7
714,GameStart,sell,10
715,ShieldCo,sell,8
716,RottenFishCo,buy,1
717,GameStart,buy,1
718,HelmetCo,buy,10
719,BowCo,sell,8
720,SwordCo,sell,7
721,BowCo,buy,3
722,ShieldCo,buy,2
723,RottenFishCo,buy,2
724,SwordCo,sell,10
725,RottenFishCo,buy,2
726,RottenFishCo,buy,5
727,SwordCo,sell,5
728,ShieldCo,buy,1
729,SwordCo,sell,8
730,SwordCo,sell,3
731,ShieldCo,buy,7
732,BoarCo,buy,10
733,RottenFishCo,sell,10
734,GameStart,buy,4
735,BoarCo,buy,8
736,RottenFishCo,sell,3
737,ShieldCo,sell,5
738,PotionCo,buy,2
739,HelmetCo,buy,10
740,PotionCo,buy,1
741,BowCo,sell,2
742,RottenFishCo,sell,6
743,ArrowCo,sell,3
744,BowCo,sell,9
745,ShieldCo,sell,4
746,RottenFishCo,buy,8
747,HelmetCo,sell,8
748,GameStart,sell,10
749,GameStart,sell,4
750,ShieldCo,sell,2
751,ShieldCo,sell,8
752,ShieldCo,buy,4
753,ArrowCo,buy,3
754,ShieldCo,sell,9
755,ArrowCo,buy,1
756,RottenFishCo,sell,8
757,GameStart,buy,3
758,BoarCo,buy,2
759,RottenFishCo,buy,2
761,HelmetCo,sell,7
760,BoarCo,sell,9
762,MenhirCo,sell,6
763,MenhirCo,buy,9
764,BoarCo,sell,6
765,SwordCo,buy,3
766,RottenFishCo,buy,7
767,HelmetCo,sell,1
768,ArrowCo,sell,7
769,ShieldCo,buy,8
770,MenhirCo,sell,1
771,SwordCo,sell,5
772,GameStart,buy,9
773,MenhirCo,buy,1
774,MenhirCo,buy,5
775,SwordCo,sell,3
776,ArrowCo,buy,5
779,PotionCo,buy,3
777,ArrowCo,sell,6
778,GameStart,buy,3
780,GameStart,buy,1
781,BoarCo,buy,10
782,RottenFishCo,buy,7
783,BowCo,buy,4
784,PotionCo,sell,5
785,BowCo,sell,3
786,RottenFishCo,sell,7
787,RottenFishCo,buy,9
788,MenhirCo,buy,2
789,PotionCo,buy,1
790,MenhirCo,buy,10
791,SwordCo,buy,7
792,SwordCo,buy,1
793,HelmetCo,buy,7
794,MenhirCo,sell,7
795,BowCo,sell,1
796,ShieldCo,buy,7
797,ArrowCo,sell,9
798,BoarCo,buy,8
799,RottenFishCo,sell,5
800,RottenFishCo,sell,4
801,ShieldCo,sell,5
802,HelmetCo,buy,8
803,GameStart,buy,5
804,ArrowCo,sell,5
805,ShieldCo,sell,5
806,HelmetCo,sell,3
807,HelmetCo,sell,6
808,SwordCo,sell,4
809,GameStart,sell,4
810,BowCo,sell,4
811,HelmetCo,buy,4
812,BoarCo,sell,6
813,BoarCo,sell,10
814,RottenFishCo,buy,6
815,ArrowCo,buy,8
816,GameStart,sell,5
817,BoarCo,buy,5
818,SwordCo,sell,1
819,MenhirCo,sell,4
820,SwordCo,sell,1
821,HelmetCo,sell,1
822,GameStart,sell,1
823,PotionCo,buy,8
824,ShieldCo,sell,5
825,SwordCo,sell,3
826,MenhirCo,sell,1
827,ArrowCo,buy,7
828,BoarCo,sell,3
829,GameStart,sell,6
830,SwordCo,sell,7
831,BowCo,buy,1
832,HelmetCo,buy,9
833,RottenFishCo,sell,9
834,GameStart,buy,1
835,MenhirCo,buy,3
836,MenhirCo,buy,7
837,HelmetCo,buy,5
838,ArrowCo,buy,2
839,SwordCo,buy,5
840,BoarCo,sell,5
841,ShieldCo,buy,6
842,BowCo,buy,3
843,SwordCo,buy,9
844,PotionCo,sell,7
845,BoarCo,sell,2
846,BowCo,buy,5
847,GameStart,sell,9
848,GameStart,buy,5
849,ArrowCo,sell,8
850,MenhirCo,buy,4
851,GameStart,buy,8
852,BoarCo,buy,8
853,MenhirCo,buy,4
854,SwordCo,sell,1
855,HelmetCo,sell,2
856,GameStart,sell,4
857,ShieldCo,buy,10
858,HelmetCo,sell,7
859,GameStart,sell,5
860,PotionCo,buy,2
861,ShieldCo,buy,1
862,HelmetCo,sell,8
863,GameStart,sell,3
865,ArrowCo,sell,3
864,MenhirCo,buy,3
866,ArrowCo,buy,5
867,ArrowCo,buy,8
868,GameStart,buy,6
869,ShieldCo,buy,4
870,GameStart,sell,7
871,SwordCo,sell,9
872,ShieldCo,buy,10
873,BoarCo,sell,2
875,RottenFishCo,buy,4
876,HelmetCo,sell,2
877,ShieldCo,buy,9
874,ShieldCo,sell,1
878,SwordCo,buy,8
879,PotionCo,buy,4
880,HelmetCo,sell,6
881,HelmetCo,buy,9
883,PotionCo,buy,3
882,BoarCo,buy,6
884,BowCo,sell,8
885,PotionCo,sell,10
886,BowCo,sell,3
887,HelmetCo,sell,1
888,PotionCo,buy,10
889,PotionCo,buy,4
890,RottenFishCo,buy,2
891,ShieldCo,sell,8
892,GameStart,sell,6
893,RottenFishCo,sell,2
894,SwordCo,sell,8
896,PotionCo,buy,1
895,ArrowCo,buy,8
897,ArrowCo,sell,10
898,PotionCo,sell,3
899,MenhirCo,sell,6
900,BoarCo,sell,2
901,RottenFishCo,sell,1
902,MenhirCo,buy,8
903,SwordCo,buy,2
904,MenhirCo,buy,7
905,ShieldCo,buy,1
906,MenhirCo,sell,3
907,ShieldCo,buy,8
908,MenhirCo,sell,5
909,ShieldCo,sell,7
910,ArrowCo,buy,8
911,MenhirCo,sell,5
912,PotionCo,sell,5
913,SwordCo,buy,10
914,HelmetCo,buy,9
915,BoarCo,buy,1
916,MenhirCo,sell,8
917,RottenFishCo,sell,3
918,HelmetCo,buy,1
919,PotionCo,sell,2
920,ArrowCo,sell,7
921,HelmetCo,sell,6
922,BowCo,buy,10
923,RottenFishCo,sell,7
924,BoarCo,buy,1
926,RottenFishCo,buy,6
927,HelmetCo,sell,4
925,MenhirCo,sell,1
928,RottenFishCo,sell,10
929,HelmetCo,buy,9
930,BoarCo,sell,5
931,SwordCo,sell,2
932,ArrowCo,buy,7
933,BowCo,sell,8
934,ShieldCo,buy,10
935,ArrowCo,sell,4
937,ShieldCo,sell,3
936,BoarCo,buy,6
938,BowCo,sell,9
939,RottenFishCo,buy,8
940,RottenFishCo,sell,9
941,SwordCo,sell,9
942,RottenFishCo,sell,6
943,GameStart,sell,2
944,MenhirCo,sell,1
945,RottenFishCo,buy,6
946,RottenFishCo,buy,3
947,ShieldCo,sell,10
948,BowCo,sell,2
949,RottenFishCo,buy,6
950,ArrowCo,buy,3
951,HelmetCo,sell,4
952,SwordCo,sell,8
953,BowCo,sell,3
954,BowCo,sell,10
956,BowCo,buy,6
955,ShieldCo,sell,4
957,HelmetCo,buy,5
959,SwordCo,buy,1
958,ArrowCo,buy,5
960,SwordCo,sell,9
961,ShieldCo,buy,4
963,BowCo,buy,2
962,BoarCo,sell,9
965,BoarCo,sell,1
964,RottenFishCo,buy,1
966,RottenFishCo,buy,7
967,SwordCo,buy,3
968,ArrowCo,buy,5
969,MenhirCo,buy,5
970,BoarCo,buy,8
971,MenhirCo,buy,1
972,PotionCo,buy,1
973,BoarCo,sell,3
974,RottenFishCo,buy,8
975,ShieldCo,buy,4
977,RottenFishCo,buy,8
976,ShieldCo,sell,6
978,BoarCo,sell,6
979,MenhirCo,buy,9
980,ArrowCo,buy,10
981,SwordCo,buy,9
982,BoarCo,sell,5
983,GameStart,sell,1
984,HelmetCo,sell,9
985,MenhirCo,buy,8
986,GameStart,sell,3
987,BoarCo,sell,9
988,RottenFishCo,sell,6
989,BoarCo,buy,9
990,HelmetCo,buy,5
991,ShieldCo,sell,2
992,ShieldCo,buy,2
993,RottenFishCo,sell,8
994,BoarCo,sell,6
995,BowCo,sell,3
996,SwordCo,buy,5
997,ShieldCo,buy,5
999,RottenFishCo,buy,2
1000,RottenFishCo,buy,3
998,BowCo,buy,10
1001,BoarCo,buy,2
1002,HelmetCo,sell,10
1003,PotionCo,sell,7
1004,PotionCo,sell,7
1005,PotionCo,sell,6
1006,SwordCo,buy,10
1007,SwordCo,buy,4
1008,ShieldCo,buy,7
1009,HelmetCo,buy,8
1010,GameStart,buy,2
1011,ShieldCo,sell,1
1012,HelmetCo,buy,6
1013,SwordCo,buy,1
1014,ShieldCo,sell,5
1015,BowCo,buy,6
1016,BoarCo,sell,2
1017,ArrowCo,buy,8
1019,BowCo,sell,10
1018,RottenFishCo,sell,8
1021,SwordCo,buy,3
1020,GameStart,sell,6
1022,GameStart,sell,7
1023,ShieldCo,buy,9
1024,MenhirCo,sell,4
1025,ArrowCo,sell,6
1028,BowCo,sell,4
1026,ArrowCo,sell,4
1027,ArrowCo,sell,1
1029,GameStart,sell,6
1030,BoarCo,sell,7
1031,MenhirCo,buy,9
1032,BowCo,buy,9
1033,MenhirCo,sell,2
1034,HelmetCo,buy,8
1035,ArrowCo,buy,8
1036,ArrowCo,buy,4
